City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,xilin hot,43.9667,116.0333,68.58,67,100,8.25,CN,1723511117
362,giyani,-23.3025,30.7187,59.36,82,0,4.43,ZA,1723511302
363,sidi akkacha,36.4647,1.3026,71.51,83,0,2.24,DZ,1723511303
364,luwuk,-0.9516,122.7875,76.33,81,78,6.82,ID,1723511304
365,nova vicosa,-17.8919,-39.3719,75.02,87,5,12.21,BR,1723511306
366,pospelikha,51.95,81.7667,65.08,57,75,8.05,RU,1723511307
367,catriel,-37.8791,-67.7956,61.93,21,100,12.97,AR,1723511308
368,montlucon,46.3333,2.6,70.7,96,27,1.01,FR,1723511309
369,plastun,44.7561,136.2939,75.16,61,8,4.34,RU,1723511310
370,moree,-29.4667,149.85,62.15,71,100,9.55,AU,1723511311
371,halifax,44.6453,-63.5724,63.45,90,0,1.14,CA,1723511142
372,siwa oasis,29.2041,25.5195,84.7,45,0,8.05,EG,1723511313
373,hohhot,40.8106,111.6522,70.77,60,35,5.61,CN,1723511314
374,hauterive,46.0901,3.4459,69.15,79,0,2.37,FR,1723511316
375,buchanan,5.8808,-10.0467,76.1,90,100,9.15,LR,1723511317
376,surin,14.8818,103.4936,81.25,79,100,9.69,TH,1723511318
377,whangarei,-35.7317,174.3239,58.3,59,93,7.9,NZ,1723511319
378,itanhem,-17.1664,-40.33,71.49,80,10,3.67,BR,1723511320
379,island harbour,50.724,-1.2758,58.01,88,6,7.7,GB,1723511321
380,tambo,-14.8,-73.9167,41.43,40,55,2.48,PE,1723511323
381,nacogdoches,31.6002,-94.6335,82.06,89,65,5.3,US,1723511324
382,pisco,-13.7,-76.2167,60.85,77,100,8.05,PE,1723511326
383,vadso,70.0744,29.7487,51.96,93,1,6.91,NO,1723511327
384,kanniyakumari,8.0833,77.5667,78.96,88,100,14.25,IN,1723511328
385,flin flon,54.7682,-101.865,77.97,32,0,4.94,CA,1723511329
386,susuman,62.7833,148.1667,53.28,73,100,6.73,RU,1723511330
387,georgetown,5.4112,100.3354,84.13,77,20,3.44,MY,1723511180
388,new norfolk,-42.7826,147.0587,65.25,47,100,6.02,AU,1723511332
389,sabang,5.8933,95.3214,81.9,76,56,4.59,ID,1723511333
390,bonthe,7.5264,-12.505,76.53,89,100,7.56,SL,1723511334
391,taoudenni,22.6783,-3.9836,97.99,12,2,10.13,ML,1723511335
392,aldinga beach,-35.2793,138.4604,61.14,58,100,11.86,AU,1723511337
393,vila franca do campo,37.7167,-25.4333,64.89,64,100,3.15,PT,1723511338
394,marsh harbour,26.5412,-77.0636,83.98,75,0,9.53,BS,1723511339
395,genhe,50.7833,121.5167,77.49,44,0,1.68,CN,1723511340
396,khovd,48.0056,91.6419,65.26,51,6,1.03,MN,1723511341
397,bereznik,62.8551,42.7072,52.79,81,31,5.12,RU,1723511342
398,opuwo,-18.0607,13.84,63.55,14,0,5.91,NA,1723511343
399,nahiyat ash shinafiyah,31.5874,44.6602,95.38,19,0,7.99,IQ,1723511234
400,hell-ville,-13.4,48.2667,76.17,73,9,0.92,MG,1723511346
401,medina de pomar,42.9294,-3.488,61.39,98,54,2.77,ES,1723511348
402,la'ie,21.6477,-157.9253,82.11,78,3,5.99,US,1723511349
403,the pas,53.8251,-101.2541,75.27,46,0,4.61,CA,1723511350
404,coahuayana de hidalgo,18.7,-103.6583,81.64,88,100,3.53,MX,1723511351
405,taranagar,28.6709,75.0351,85.93,73,78,6.73,IN,1723511352
406,shanhecun,44.7,127.2,74.05,83,88,5.03,CN,1723511353
407,bridgewater,44.3835,-64.5155,59.74,75,0,5.23,CA,1723511355
408,arraial do cabo,-22.9661,-42.0278,67.35,54,100,32.19,BR,1723511356
409,shiyan,32.6475,110.7781,82.42,56,0,3.06,CN,1723511358
410,irbit,57.6705,63.071,59.14,96,100,7.58,RU,1723511359
411,nantucket,41.2835,-70.0995,69.91,83,0,8.05,US,1723511360
412,jabat,7.75,168.9751,84.24,73,98,13.04,MH,1723511361
413,shahgarh,24.3167,79.1333,76.69,94,52,5.61,IN,1723511362
414,cockburn town,21.4612,-71.1419,83.57,85,0,20.24,TC,1723511363
415,port lincoln,-34.7333,135.8667,58.26,80,100,4.92,AU,1723511365
416,turkmenbasy,40.0222,52.9552,81.37,78,0,4.61,TM,1723511366
417,porto seguro,-16.4497,-39.0647,73.92,94,0,8.05,BR,1723511369
418,akrehamn,59.2667,5.1833,61.05,77,75,12.66,NO,1723511370
419,hotan,37.0997,79.9269,80.76,26,7,4.25,CN,1723511184
420,lorengau,-2.0226,147.2712,81.81,81,100,7.63,PG,1723511373
421,kone,-21.0595,164.8658,74.39,56,100,11.34,NC,1723511374
422,menomonie,44.8755,-91.9193,77.04,53,0,0.0,US,1723511375
423,pavlovka,52.6897,47.1405,55.81,84,100,22.17,RU,1723511376
424,choyr,46.3611,108.3611,71.67,53,3,4.72,MN,1723511379
425,teknaf,20.8624,92.3058,78.51,89,100,4.09,BD,1723511380
426,toliara,-23.35,43.6667,66.51,75,0,9.4,MG,1723511382
427,colonia,50.9333,6.95,77.97,77,0,2.3,DE,1723511383
428,liaoyuan,42.9036,125.1358,74.8,88,57,7.56,CN,1723511117
429,chillicothe,39.3331,-82.9824,70.11,56,0,0.0,US,1723511142
430,kuopio,62.8924,27.677,57.22,98,0,4.61,FI,1723511386
431,dakhla,23.6848,-15.958,67.39,92,4,11.63,EH,1723511388
432,vorkuta,67.5,64.0,54.01,69,100,12.15,RU,1723511389
433,chegdomyn,51.1167,133.0167,62.78,100,100,1.07,RU,1723511390
434,figuig (centre),32.1089,-1.2286,87.64,23,100,10.89,MA,1723511391
435,birobidzhan,48.8,132.95,69.98,98,100,2.75,RU,1723511392
436,wajir,1.7471,40.0573,74.79,57,96,12.1,KE,1723511393
437,gujba,11.5032,11.9367,71.92,91,100,6.93,NG,1723511394
438,mawu,34.4307,104.9176,65.23,70,0,3.56,CN,1723511395
439,dibba al-hisn,25.6196,56.2729,83.73,91,51,6.06,AE,1723511396
440,acarau,-2.8856,-40.12,77.85,77,1,17.65,BR,1723511397
441,mangrol,21.1167,70.1167,80.65,87,100,15.93,IN,1723511399
442,dompu,-8.5356,118.4622,80.74,66,36,6.13,ID,1723511400
443,nanao,37.05,136.9667,87.55,69,49,3.06,JP,1723511401
444,iturama,-19.7281,-50.1956,60.28,35,100,7.54,BR,1723511402
445,swakopmund,-22.6833,14.5333,51.98,90,0,7.0,NA,1723511403
446,pedregulho,-20.2569,-47.4767,55.2,25,100,4.9,BR,1723511114
447,at taraf,25.3628,49.725,87.33,44,72,4.45,SA,1723511405
448,cobija,-11.0267,-68.7692,74.26,46,0,4.45,BO,1723511406
449,maqat,47.65,53.3167,71.44,33,4,13.0,KZ,1723511407
450,tangalle,6.024,80.7911,76.48,92,100,4.92,LK,1723511409
451,peniche,39.3558,-9.3811,69.21,92,14,12.48,PT,1723511410
452,rio piracicaba,-19.9292,-43.1742,55.74,26,100,2.51,BR,1723511411
453,portland,45.5234,-122.6762,74.48,50,51,1.99,US,1723510808
454,arafat,39.0344,44.6198,59.94,74,4,2.68,IR,1723511413
455,port augusta,-32.5,137.7667,70.47,37,5,14.41,AU,1723511414
456,ongjin,37.9347,125.3619,84.9,72,0,3.15,KP,1723511415
457,lee acres,35.1487,-106.647,81.52,46,75,14.97,US,1723511416
458,buka,40.8108,69.1986,75.4,29,0,4.99,UZ,1723511417
459,coari,-4.085,-63.1414,79.66,58,42,2.24,BR,1723511374
460,cambria,35.5641,-121.0808,62.06,79,22,3.0,US,1723511421
461,keflavik,64.0049,-22.5624,50.43,87,100,16.11,IS,1723511422
462,mosjoen,65.836,13.1908,48.72,93,20,3.44,NO,1723511423
463,svislach,53.6404,27.9199,50.79,90,6,8.23,BY,1723511424
464,okahao,-17.885,15.0667,60.91,14,0,7.11,NA,1723511425
465,luanda,-8.8368,13.2343,69.8,94,75,2.3,AO,1723511146
466,kastsyukovichy,53.3516,32.0506,52.0,98,100,6.53,BY,1723511427
467,kapit,2.0167,112.9333,79.07,90,100,1.79,MY,1723511428
468,ketchikan,55.3422,-131.6461,66.67,72,100,5.75,US,1723511430
469,callao,-12.0667,-77.15,61.09,77,100,5.75,PE,1723511431
470,angra do heroismo,38.65,-27.2167,75.11,87,100,1.01,PT,1723511432
471,happy valley-goose bay,53.3168,-60.3315,48.63,68,17,8.77,CA,1723511433
472,sidney,-33.8679,151.2073,63.7,87,75,12.66,AU,1723511249
473,kruisfontein,-34.0033,24.7314,48.54,67,100,4.54,ZA,1723511435
474,luderitz,-26.6481,15.1594,57.09,71,6,7.96,NA,1723511436
475,at taj,24.2049,23.2857,89.06,36,1,7.43,LY,1723511438
476,lubang,13.8584,120.124,84.34,77,45,8.19,PH,1723511439
477,alness,57.696,-4.2551,51.66,91,8,3.58,GB,1723511441
478,hwange,-18.3693,26.5019,63.79,18,0,2.51,ZW,1723511442
479,zakamensk,50.3741,103.2863,62.1,91,100,2.91,RU,1723511443
480,saldanha,-33.0117,17.9442,52.52,77,100,2.53,ZA,1723511444
481,champerico,14.3,-91.9167,76.87,95,100,11.99,GT,1723511445
482,santa marta de ortigueira,43.6833,-7.85,65.25,97,73,7.7,ES,1723511446
483,coyhaique,-45.5752,-72.0662,40.32,100,100,4.36,CL,1723511411
484,bamboo flat,11.7,92.7167,80.69,89,40,2.3,IN,1723511449
485,turpan,42.9333,89.1667,90.57,28,5,1.41,CN,1723511451
486,pampierstad,-27.7832,24.6877,49.3,32,51,7.16,ZA,1723511452
487,oranjemund,-28.55,16.4333,54.28,84,76,4.59,NA,1723511453
488,zaozersk,69.4005,32.4476,56.66,82,100,3.98,RU,1723511454
489,mayakonda,14.2833,76.0833,71.17,95,100,3.89,IN,1723511455
490,urzhar,47.093,81.6294,71.01,52,73,6.29,KZ,1723511456
491,dum duma,27.5667,95.5667,78.94,94,100,1.43,IN,1723511457
492,tlahualilo de zaragoza,26.1167,-103.45,89.69,25,99,8.21,MX,1723511458
493,cascais,38.6979,-9.4215,70.05,95,9,5.01,PT,1723511459
494,najaf,31.9985,44.3398,89.38,27,0,0.0,IQ,1723511461
495,douz,33.4663,9.0203,84.96,32,0,10.02,TN,1723511462
496,saint-francois,46.4154,3.9054,71.67,89,0,6.91,FR,1723511463
497,shilin,24.8188,103.3324,66.69,84,49,4.41,CN,1723511464
498,labrador city,52.9463,-66.9114,56.01,92,100,2.26,CA,1723511465
499,galliano,29.4422,-90.2992,82.4,74,0,0.0,US,1723511466
500,gizo,-8.103,156.8419,83.14,76,81,8.7,SB,1723511467
501,bokovskaya,49.229,41.8306,58.12,57,29,7.94,RU,1723511468
502,sao luiz gonzaga,-28.4083,-54.9608,40.78,78,0,5.61,BR,1723511469
503,guerrero negro,27.9769,-114.0611,75.25,69,0,14.76,MX,1723511471
504,niafunke,15.9322,-3.9906,84.38,58,99,9.69,ML,1723511472
505,coquimbo,-29.9533,-71.3436,55.13,96,100,2.3,CL,1723511436
506,igarka,67.4667,86.5833,52.83,95,100,10.87,RU,1723511474
507,constitucion,-35.3333,-72.4167,53.35,81,97,5.23,CL,1723511475
508,grand falls-windsor,48.9332,-55.6649,67.5,71,1,10.18,CA,1723511476
509,torres,-29.3353,-49.7269,47.86,67,4,10.02,BR,1723511477
510,kudahuvadhoo,2.6708,72.8944,77.68,90,100,17.05,MV,1723511478
511,barcelos,41.5388,-8.6151,59.83,97,35,2.28,PT,1723511479
512,zarautz,43.2844,-2.1699,69.94,83,15,3.58,ES,1723511480
513,tuba city,36.135,-111.2399,78.39,49,100,7.0,US,1723511482
514,juan griego,11.0817,-63.9655,78.51,88,93,2.59,VE,1723511483
515,bozuyuk,39.9078,30.0367,62.15,77,0,1.63,TR,1723511484
516,machico,32.7,-16.7667,74.03,79,20,12.66,PT,1723511485
517,northam,51.0333,-4.2167,56.61,93,100,8.55,GB,1723511486
518,alva,56.1528,-3.8051,48.0,94,57,2.84,GB,1723511487
519,hovd,48.0056,91.6419,65.26,51,6,1.03,MN,1723511489
520,guajara mirim,-10.7828,-65.3394,75.47,45,0,3.62,BR,1723511490
521,santa clara,22.4,-79.9667,80.26,94,20,5.75,CU,1723511492
522,krasnyy chikoy,50.3643,108.7512,73.87,62,0,2.19,RU,1723511493
523,conception bay south,47.4999,-52.9981,65.05,88,97,13.13,CA,1723511494
524,san ignacio de velasco,-16.3667,-60.95,62.98,29,45,5.41,BO,1723511495
525,laguna,38.421,-121.4238,85.05,39,0,10.36,US,1723511496
526,cape coast,5.1053,-1.2466,74.28,94,83,11.39,GH,1723511497
527,enriquillo,17.9,-71.2333,79.07,82,2,9.01,DO,1723511498
528,guelendeng,10.9176,15.5501,72.1,93,100,3.98,TD,1723511499
529,bulayevo,54.9056,70.4439,55.36,84,50,12.35,KZ,1723511500
530,cromer,52.9312,1.2989,64.2,91,5,6.49,GB,1723511503
531,geraldton,-28.7667,114.6,55.81,88,75,13.8,AU,1723511504
532,peace river,56.2501,-117.286,82.02,47,0,5.97,CA,1723511505
533,crucecita,-28.95,-58.9833,46.51,50,0,6.73,AR,1723511506
534,vorontsovka,50.6132,40.3549,54.93,66,4,7.49,RU,1723511507
535,magadan,59.5667,150.8,55.92,72,62,11.81,RU,1723511508
536,newman,37.3138,-121.0208,96.31,15,6,10.98,US,1723511429
537,kyshtovka,56.555,76.6271,51.75,92,100,5.23,RU,1723511510
538,cill airne,52.05,-9.5167,62.11,94,100,9.48,IE,1723511511
539,masterton,-40.9597,175.6575,47.71,67,91,11.72,NZ,1723511512
540,bel ombre,-4.6167,55.4167,78.64,78,40,14.97,SC,1723511514
541,gadani,25.1185,66.7299,82.99,85,76,11.07,PK,1723511515
542,jackson,42.4165,-122.8345,84.07,31,0,16.11,US,1723511103
543,kuala terengganu,5.3302,103.1408,80.71,83,90,4.79,MY,1723511518
544,sinj,43.7036,16.6394,74.01,57,0,2.77,HR,1723511520
545,ancud,-41.8697,-73.8203,49.6,90,100,12.48,CL,1723511521
546,natal,-5.795,-35.2094,74.05,88,20,3.44,BR,1723511522
547,xinmin,41.9908,122.8253,76.24,87,52,10.83,CN,1723511524
548,mizdah,31.4451,12.9801,72.81,71,0,6.46,LY,1723511525
549,bangolo,7.0069,-7.475,71.31,99,100,4.41,CI,1723511527
550,campo verde,-20.4167,-54.0667,57.43,43,100,4.97,BR,1723511528
551,morondava,-20.2833,44.2833,70.88,43,0,10.49,MG,1723511529
552,tonj,7.2737,28.6822,69.75,88,23,2.84,SS,1723511530
553,dhuusamarreeb,5.535,46.3861,74.41,67,2,16.26,SO,1723511531
554,bukama,-9.2,25.85,71.35,32,0,2.62,CD,1723511532
555,qarazhal,48.0078,70.7903,69.67,42,0,6.38,KZ,1723511534
556,tsengel,49.4783,100.8894,58.93,83,100,2.86,MN,1723511535
557,dauphin,51.1494,-100.0502,75.67,37,3,5.35,CA,1723511430
558,minas de matahambre,22.5887,-83.9447,79.63,80,1,7.07,CU,1723511537
559,vilyuysk,63.7553,121.6247,50.83,91,100,8.3,RU,1723511538
560,jaora,23.6333,75.1333,75.2,95,100,12.64,IN,1723511539
561,colares,38.7992,-9.4469,70.32,74,8,15.68,PT,1723511540
562,kamyzyak,46.11,48.0736,62.58,72,0,2.24,RU,1723511541
